clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_6_42_signer_WHAT_1,WHAT GREAT PT_DEM3 NS_SALLY OKAY WHERE OK RIGHT YES PT_POSS1,WHAT(0.70) GREAT(0.69) PT_DEM3(0.68) NS_SALLY(0.66) OKAY(0.64) WHERE(0.64) OK(0.63) RIGHT(0.54) YES(0.47) PT_POSS1(0.45),WHAT,False
video_7_14_signer_WHAT_1,GREAT YES RIGHT WHAT PT_DEM3 NO GOOD,GREAT(0.83) YES(0.68) RIGHT(0.67) WHAT(0.66) PT_DEM3(0.62) NO(0.61) GOOD(0.54),WHAT,False
video_7_40_signer_WHAT_1,GREAT OKAY OK PT_DEM3 WHAT RIGHT YES GOOD,GREAT(0.80) OKAY(0.63) OK(0.62) PT_DEM3(0.56) WHAT(0.55) RIGHT(0.53) YES(0.52) GOOD(0.52),WHAT,False
video_7_82_signer_WHAT_1,GREAT PT_DEM3 OK WHAT OKAY GOOD RIGHT,GREAT(0.86) PT_DEM3(0.70) OK(0.69) WHAT(0.63) OKAY(0.60) GOOD(0.57) RIGHT(0.50),WHAT,False
video_7_89_signer_WHAT_1,CAN PT_PRO1PL GO WHAT PT_PRO1 PT_PRO2 YES,CAN(0.55) PT_PRO1PL(0.55) GO(0.54) WHAT(0.52) PT_PRO1(0.52) PT_PRO2(0.49) YES(0.47),WHAT,False
video_9_24_signer_WHAT_1,WHAT YES GREAT RIGHT PT_DEM3 PT_PRO1 WHERE,WHAT(0.73) YES(0.65) GREAT(0.59) RIGHT(0.57) PT_DEM3(0.57) PT_PRO1(0.53) WHERE(0.49),WHAT,False
video_10_20_signer_WHAT_1,PT_DEM3 HAVE LIKE,PT_DEM3(0.64) HAVE(0.58) LIKE(0.47),WHAT,False
video_10_31_signer_WHAT_1,WATCH SEE YES RIGHT,WATCH(0.73) SEE(0.58) YES(0.48) RIGHT(0.47),WHAT,False
video_10_43_signer_WHAT_1,GREAT OKAY WHAT OK PT_DEM3 YES RIGHT NS_SALLY,GREAT(0.77) OKAY(0.68) WHAT(0.68) OK(0.64) PT_DEM3(0.63) YES(0.57) RIGHT(0.56) NS_SALLY(0.53),WHAT,False
video_10_51_signer_WHAT_1,YES GREAT WATCH RIGHT OKAY LOOK OK,YES(0.87) GREAT(0.73) WATCH(0.72) RIGHT(0.63) OKAY(0.62) LOOK(0.59) OK(0.47),WHAT,False
video_11_72_signer_WHAT_1,GREAT GOOD WHAT PT_DEM3,GREAT(0.83) GOOD(0.67) WHAT(0.58) PT_DEM3(0.55),WHAT,False
video_11_83_signer_WHAT_1,NOW PT_DEM3 OKAY GREAT CAN PT_PRO2 LOOK OK WHAT RIGHT YES PT_LOC PLEASE ONE PT_PRO1PL,NOW(0.68) PT_DEM3(0.67) OKAY(0.66) GREAT(0.62) CAN(0.59) PT_PRO2(0.57) LOOK(0.57) OK(0.54) WHAT(0.54) RIGHT(0.53) YES(0.53) PT_LOC(0.52) PLEASE(0.51) ONE(0.47) PT_PRO1PL(0.46),WHAT,False
video_13_100_signer_WHAT_1,GREAT OK YES RIGHT OKAY PT_DEM3,GREAT(0.87) OK(0.86) YES(0.84) RIGHT(0.78) OKAY(0.77) PT_DEM3(0.48),WHAT,False
video_16_155_signer_WHAT_1,GREAT RIGHT YES PT_DEM3 OK OKAY WHAT GOOD,GREAT(0.85) RIGHT(0.75) YES(0.73) PT_DEM3(0.70) OK(0.65) OKAY(0.62) WHAT(0.60) GOOD(0.49),WHAT,False
video_17_28_signer_WHAT_1,GREAT OKAY OK WHAT RIGHT PT_DEM3 YES,GREAT(0.77) OKAY(0.65) OK(0.63) WHAT(0.60) RIGHT(0.58) PT_DEM3(0.57) YES(0.56),WHAT,False
video_17_80_signer_WHAT_1,GREAT YES RIGHT PT_DEM3 WHAT NO GOOD LOOK,GREAT(0.88) YES(0.82) RIGHT(0.77) PT_DEM3(0.64) WHAT(0.64) NO(0.63) GOOD(0.60) LOOK(0.51),WHAT,False
video_18_27_signer_WHAT_1,YES GREAT RIGHT NO WHAT PT_DEM3 LOOK NS_POSSUM GOOD,YES(0.86) GREAT(0.80) RIGHT(0.79) NO(0.70) WHAT(0.66) PT_DEM3(0.63) LOOK(0.57) NS_POSSUM(0.54) GOOD(0.53),WHAT,False
video_18_138_signer_WHAT_1,GREAT PT_DEM3 OK WHAT OKAY RIGHT GOOD YES,GREAT(0.79) PT_DEM3(0.66) OK(0.64) WHAT(0.63) OKAY(0.60) RIGHT(0.54) GOOD(0.53) YES(0.46),WHAT,False
video_1_82_signer_GOOD_1,YES WHAT GREAT RIGHT PT_DEM3 KNOW VERY PT_PRO1 NO GOOD LOOK SEE,YES(0.74) WHAT(0.66) GREAT(0.65) RIGHT(0.63) PT_DEM3(0.61) KNOW(0.61) VERY(0.53) PT_PRO1(0.52) NO(0.51) GOOD(0.48) LOOK(0.47) SEE(0.45),GOOD,False
video_2_57_signer_GOOD_1,GREAT YES WATCH FINISH GOOD RIGHT OKAY PT_PRO1PL OK PT_DEM3 GO,GREAT(0.76) YES(0.59) WATCH(0.54) FINISH(0.53) GOOD(0.53) RIGHT(0.51) OKAY(0.51) PT_PRO1PL(0.48) OK(0.47) PT_DEM3(0.47) GO(0.45),GOOD,False
video_3_26_signer_GOOD_1,GREAT YES RIGHT PT_DEM3 NO WHAT GOOD THAT,GREAT(0.88) YES(0.72) RIGHT(0.69) PT_DEM3(0.65) NO(0.65) WHAT(0.64) GOOD(0.60) THAT(0.51),GOOD,False
video_4_12_signer_GOOD_1,GREAT GOOD YES RIGHT PT_DEM3 WHAT,GREAT(0.84) GOOD(0.66) YES(0.62) RIGHT(0.60) PT_DEM3(0.58) WHAT(0.57),GOOD,False
video_5_60_signer_GOOD_1,GREAT YES RIGHT PT_DEM3 OK WHAT OKAY NO GOOD LOOK NS_POSSUM,GREAT(0.81) YES(0.78) RIGHT(0.75) PT_DEM3(0.63) OK(0.60) WHAT(0.58) OKAY(0.57) NO(0.57) GOOD(0.52) LOOK(0.50) NS_POSSUM(0.48),GOOD,False
video_5_91_signer_GOOD_1,GREAT GOOD PT_DEM3 RIGHT WHAT YES THAT NO OK,GREAT(0.92) GOOD(0.75) PT_DEM3(0.69) RIGHT(0.68) WHAT(0.68) YES(0.58) THAT(0.56) NO(0.52) OK(0.52),GOOD,False
video_5_104_signer_GOOD_1,NOW NEED PUT PT_DEM3 GREAT PLEASE PT_PRO1PL WHAT MAKE GOOD RIGHT USE PT_PRO2,NOW(0.81) NEED(0.79) PUT(0.75) PT_DEM3(0.72) GREAT(0.70) PLEASE(0.63) PT_PRO1PL(0.62) WHAT(0.61) MAKE(0.59) GOOD(0.55) RIGHT(0.52) USE(0.51) PT_PRO2(0.48),GOOD,False
video_6_108_signer_GOOD_1,GREAT YES OK THANK-YOU RIGHT GO OKAY PT_PRO1PL PT_DEM3 READY GOOD,GREAT(0.77) YES(0.75) OK(0.61) THANK-YOU(0.58) RIGHT(0.57) GO(0.56) OKAY(0.53) PT_PRO1PL(0.50) PT_DEM3(0.50) READY(0.48) GOOD(0.47),GOOD,False
video_7_11_signer_GOOD_1,GREAT YES RIGHT NO GOOD WHAT PT_DEM3 OK OKAY,GREAT(0.85) YES(0.71) RIGHT(0.70) NO(0.65) GOOD(0.64) WHAT(0.57) PT_DEM3(0.52) OK(0.51) OKAY(0.46),GOOD,False
video_7_45_signer_GOOD_1,WHAT YES NS_SALLY PT_DEM3 RIGHT CAN GREAT PT_PRO1 WHERE PT_PRO2 WANT DO PT_PRO3,WHAT(0.82) YES(0.69) NS_SALLY(0.67) PT_DEM3(0.62) RIGHT(0.62) CAN(0.61) GREAT(0.56) PT_PRO1(0.56) WHERE(0.54) PT_PRO2(0.53) WANT(0.51) DO(0.49) PT_PRO3(0.45),GOOD,False
video_7_83_signer_GOOD_1,GREAT YES OK RIGHT PT_DEM3 WHAT,GREAT(0.65) YES(0.54) OK(0.52) RIGHT(0.50) PT_DEM3(0.49) WHAT(0.46),GOOD,False
video_9_93_signer_GOOD_1,GREAT YES RIGHT PT_PRO1PL PT_DEM3 GOOD OK,GREAT(0.86) YES(0.69) RIGHT(0.60) PT_PRO1PL(0.56) PT_DEM3(0.54) GOOD(0.54) OK(0.49),GOOD,False
video_11_46_signer_GOOD_1,GREAT GOOD,GREAT(0.87) GOOD(0.61),GOOD,False
video_11_112_signer_GOOD_1,GREAT RIGHT GOOD PT_DEM3 YES WHAT,GREAT(0.93) RIGHT(0.73) GOOD(0.68) PT_DEM3(0.68) YES(0.67) WHAT(0.66),GOOD,False
video_13_103_signer_GOOD_1,GREAT NS_POSSUM PT_DEM3,GREAT(0.79) NS_POSSUM(0.54) PT_DEM3(0.51),GOOD,False
video_13_148_signer_GOOD_1,OKAY BYE GREAT OK GO LOOK YES PT_DEM3 NS_SALLY THANK-YOU,OKAY(0.69) BYE(0.59) GREAT(0.59) OK(0.58) GO(0.56) LOOK(0.52) YES(0.49) PT_DEM3(0.48) NS_SALLY(0.48) THANK-YOU(0.46),GOOD,False
video_14_32_signer_GOOD_1,NS_SALLY RIGHT OKAY LOOK,NS_SALLY(0.56) RIGHT(0.49) OKAY(0.48) LOOK(0.47),GOOD,False
video_15_29_signer_GOOD_1,HELLO NS_SALLY NS_POSSUM PT_LOC BYE LOOK RIGHT HERE,HELLO(0.79) NS_SALLY(0.68) NS_POSSUM(0.67) PT_LOC(0.56) BYE(0.54) LOOK(0.53) RIGHT(0.46) HERE(0.46),GOOD,False
video_15_75_signer_GOOD_1,GREAT OKAY OK NS_SALLY RIGHT YES LOOK WHAT PT_DEM3,GREAT(0.85) OKAY(0.75) OK(0.63) NS_SALLY(0.61) RIGHT(0.54) YES(0.53) LOOK(0.52) WHAT(0.50) PT_DEM3(0.46),GOOD,False
video_17_8_signer_GOOD_1,GREAT WATCH OKAY WHAT GOOD,GREAT(0.64) WATCH(0.54) OKAY(0.46) WHAT(0.46) GOOD(0.45),GOOD,False
video_1_81_signer_GO_1,NS_POSSUM YES NO PT_PRO2 LOOK GO PT_PRO3 WHAT PT_DEM3 RIGHT,NS_POSSUM(0.93) YES(0.85) NO(0.73) PT_PRO2(0.64) LOOK(0.56) GO(0.55) PT_PRO3(0.53) WHAT(0.52) PT_DEM3(0.51) RIGHT(0.46),GO,False
video_2_37_signer_GO_1,BYE HELLO EVERYONE RIGHT,BYE(0.92) HELLO(0.91) EVERYONE(0.73) RIGHT(0.53),GO,False
video_2_45_signer_GO_1,LOOK,LOOK(0.98),GO,False
video_2_106_signer_GO_1,PT_PRO1PL WATCH KNOW GO YES,PT_PRO1PL(0.69) WATCH(0.65) KNOW(0.61) GO(0.58) YES(0.57),GO,False
video_2_116_signer_GO_1,BYE LOOK GO,BYE(0.73) LOOK(0.69) GO(0.64),GO,False
video_3_21_signer_GO_1,YES GO GREAT RIGHT OKAY PT_PRO2 THANK-YOU PT_DEM3 NS_POSSUM OK,YES(0.70) GO(0.62) GREAT(0.60) RIGHT(0.53) OKAY(0.51) PT_PRO2(0.50) THANK-YOU(0.48) PT_DEM3(0.48) NS_POSSUM(0.46) OK(0.45),GO,False
video_3_101_signer_GO_1,WATCH YES BYE GO PT_PRO1PL GREAT OKAY LOOK,WATCH(0.66) YES(0.64) BYE(0.54) GO(0.54) PT_PRO1PL(0.52) GREAT(0.52) OKAY(0.51) LOOK(0.45),GO,False
video_3_122_signer_GO_1,GREAT YES OK OKAY RIGHT GO THANK-YOU WATCH,GREAT(0.82) YES(0.76) OK(0.71) OKAY(0.64) RIGHT(0.57) GO(0.51) THANK-YOU(0.47) WATCH(0.45),GO,False
video_4_60_signer_GO_1,YES GREAT RIGHT NO WHAT PT_DEM3 GOOD NS_POSSUM LOOK,YES(0.85) GREAT(0.82) RIGHT(0.82) NO(0.72) WHAT(0.68) PT_DEM3(0.64) GOOD(0.57) NS_POSSUM(0.53) LOOK(0.50),GO,False
video_4_63_signer_GO_1,YES GREAT PT_PRO2 RIGHT,YES(0.69) GREAT(0.54) PT_PRO2(0.50) RIGHT(0.49),GO,False
video_5_38_signer_GO_1,YES GREAT WHAT RIGHT WATCH GOOD,YES(0.64) GREAT(0.63) WHAT(0.57) RIGHT(0.55) WATCH(0.52) GOOD(0.47),GO,False
video_5_73_signer_GO_1,YES SEE PT_DEM3 LOOK PT_PRO2 CAN GREAT PT_PRO1PL RIGHT,YES(0.63) SEE(0.61) PT_DEM3(0.55) LOOK(0.54) PT_PRO2(0.54) CAN(0.49) GREAT(0.49) PT_PRO1PL(0.48) RIGHT(0.47),GO,False
video_5_99_signer_GO_1,PT_PRO2 CAN PT_DEM3 NOW YES WHAT GREAT RIGHT PT_PRO1PL SEE PLEASE DO PT_LOC NS_POSSUM LOOK OKAY,PT_PRO2(0.64) CAN(0.61) PT_DEM3(0.59) NOW(0.59) YES(0.55) WHAT(0.54) GREAT(0.54) RIGHT(0.53) PT_PRO1PL(0.49) SEE(0.48) PLEASE(0.47) DO(0.46) PT_LOC(0.46) NS_POSSUM(0.46) LOOK(0.46) OKAY(0.46),GO,False
video_7_27_signer_GO_1,WATCH YES PT_PRO1PL,WATCH(0.80) YES(0.66) PT_PRO1PL(0.62),GO,False
video_8_55_signer_GO_1,NS_SALLY GREAT WHAT OK PT_DEM3 OKAY PT_POSS1 GET WHERE RIGHT,NS_SALLY(0.66) GREAT(0.59) WHAT(0.59) OK(0.59) PT_DEM3(0.58) OKAY(0.57) PT_POSS1(0.55) GET(0.53) WHERE(0.50) RIGHT(0.48),GO,False
video_9_38_signer_GO_1,WATCH GREAT PT_PRO1PL GO YES OKAY OK FINISH THANK-YOU NS_SALLY,WATCH(0.71) GREAT(0.65) PT_PRO1PL(0.64) GO(0.63) YES(0.61) OKAY(0.60) OK(0.58) FINISH(0.54) THANK-YOU(0.50) NS_SALLY(0.49),GO,False
video_11_17_signer_GO_1,WATCH YES KNOW PT_PRO1PL GO,WATCH(0.74) YES(0.66) KNOW(0.60) PT_PRO1PL(0.56) GO(0.50),GO,False
video_11_29_signer_GO_1,GREAT YES OK RIGHT OKAY PT_PRO1PL PT_DEM3 GOOD GO THANK-YOU READY LOOK,GREAT(0.75) YES(0.72) OK(0.60) RIGHT(0.59) OKAY(0.57) PT_PRO1PL(0.55) PT_DEM3(0.52) GOOD(0.52) GO(0.50) THANK-YOU(0.49) READY(0.46) LOOK(0.46),GO,False
video_11_34_signer_GO_1,GO YES THANK-YOU PT_PRO3 GREAT PT_PRO1PL PT_PRO2 RIGHT COME,GO(0.72) YES(0.65) THANK-YOU(0.60) PT_PRO3(0.59) GREAT(0.59) PT_PRO1PL(0.56) PT_PRO2(0.54) RIGHT(0.47) COME(0.47),GO,False
video_11_54_signer_GO_1,NOW PT_POSS1 NS_POSSUM PT_PRO2 PT_PRO1PL PT_DEM3 GREAT YES PT_PRO1 GO HAVE,NOW(0.60) PT_POSS1(0.57) NS_POSSUM(0.57) PT_PRO2(0.56) PT_PRO1PL(0.55) PT_DEM3(0.54) GREAT(0.53) YES(0.52) PT_PRO1(0.47) GO(0.46) HAVE(0.46),GO,False
video_12_8_signer_GO_1,PT_PRO1PL CAN PT_PRO2 WATCH SEE,PT_PRO1PL(0.62) CAN(0.52) PT_PRO2(0.52) WATCH(0.52) SEE(0.49),GO,False
video_12_16_signer_GO_1,PT_PRO2 CAN SEE PT_DEM3 PT_POSS2 WHAT NOW LOOK GET NEED,PT_PRO2(0.74) CAN(0.74) SEE(0.62) PT_DEM3(0.54) PT_POSS2(0.52) WHAT(0.52) NOW(0.51) LOOK(0.49) GET(0.47) NEED(0.45),GO,False
video_12_24_signer_GO_1,GREAT GOOD PT_DEM3 WHAT YES,GREAT(0.83) GOOD(0.53) PT_DEM3(0.50) WHAT(0.48) YES(0.45),GO,False
video_12_29_signer_GO_1,GO PT_PRO1PL CAN LOOK SEE PT_PRO2 KNOW,GO(0.74) PT_PRO1PL(0.68) CAN(0.56) LOOK(0.50) SEE(0.49) PT_PRO2(0.47) KNOW(0.47),GO,False
video_12_93_signer_GO_1,PT_PRO2 NS_POSSUM PT_POSS2 GO GET NS_SALLY PT_DEM3 LOOK NOW YES PT_LOC HERE PT_PRO3 WHAT CAN THANK-YOU,PT_PRO2(0.60) NS_POSSUM(0.56) PT_POSS2(0.56) GO(0.56) GET(0.55) NS_SALLY(0.54) PT_DEM3(0.53) LOOK(0.52) NOW(0.52) YES(0.51) PT_LOC(0.50) HERE(0.50) PT_PRO3(0.49) WHAT(0.48) CAN(0.47) THANK-YOU(0.46),GO,False
video_12_94_signer_GO_1,PT_PRO2 GO YES PT_PRO1PL GREAT NOW PT_PRO3 CAN NS_POSSUM PT_DEM3,PT_PRO2(0.66) GO(0.65) YES(0.63) PT_PRO1PL(0.57) GREAT(0.53) NOW(0.50) PT_PRO3(0.49) CAN(0.47) NS_POSSUM(0.47) PT_DEM3(0.46),GO,False
video_13_34_signer_GO_1,GREAT YES RIGHT OK GOOD PT_DEM3 WHAT,GREAT(0.86) YES(0.70) RIGHT(0.69) OK(0.64) GOOD(0.60) PT_DEM3(0.58) WHAT(0.47),GO,False
video_13_132_signer_GO_1,LOOK PT_POSS2 NS_SALLY,LOOK(0.91) PT_POSS2(0.70) NS_SALLY(0.57),GO,False
video_14_33_signer_GO_1,GREAT WHAT OK OKAY PT_DEM3 RIGHT YES NS_SALLY WHERE,GREAT(0.68) WHAT(0.64) OK(0.64) OKAY(0.61) PT_DEM3(0.61) RIGHT(0.59) YES(0.53) NS_SALLY(0.52) WHERE(0.48),GO,False
video_14_106_signer_GO_1,GREAT WATCH YES THANK-YOU PT_PRO1PL OKAY RIGHT LOOK PT_DEM3 GOOD,GREAT(0.80) WATCH(0.80) YES(0.78) THANK-YOU(0.57) PT_PRO1PL(0.57) OKAY(0.54) RIGHT(0.50) LOOK(0.48) PT_DEM3(0.45) GOOD(0.45),GO,False
video_16_9_signer_GO_1,GREAT WHAT GOOD PT_DEM3,GREAT(0.56) WHAT(0.55) GOOD(0.54) PT_DEM3(0.47),GO,False
video_16_16_signer_GO_1,PT_PRO1PL WATCH PT_PRO2 SEE,PT_PRO1PL(0.67) WATCH(0.58) PT_PRO2(0.49) SEE(0.46),GO,False
video_16_100_signer_GO_1,PT_PRO2 CAN PT_DEM3 PT_PRO3 YES WHAT SEE PT_LOC WANT RIGHT GO OKAY LOOK DO NS_POSSUM NOW PT_PRO1,PT_PRO2(0.67) CAN(0.64) PT_DEM3(0.57) PT_PRO3(0.57) YES(0.57) WHAT(0.56) SEE(0.56) PT_LOC(0.52) WANT(0.51) RIGHT(0.50) GO(0.50) OKAY(0.50) LOOK(0.48) DO(0.48) NS_POSSUM(0.46) NOW(0.46) PT_PRO1(0.46),GO,False
video_17_13_signer_GO_1,SEE GREAT WATCH YES WHAT PT_DEM3 NO GOOD,SEE(0.71) GREAT(0.68) WATCH(0.66) YES(0.55) WHAT(0.52) PT_DEM3(0.48) NO(0.47) GOOD(0.46),GO,False
video_17_62_signer_GO_1,YES WHAT NS_POSSUM PT_PRO2 PT_PRO3 HAVE PT_DEM3 DO RIGHT PT_PRO1 CAN KNOW SEE,YES(0.67) WHAT(0.62) NS_POSSUM(0.60) PT_PRO2(0.59) PT_PRO3(0.55) HAVE(0.55) PT_DEM3(0.54) DO(0.54) RIGHT(0.53) PT_PRO1(0.52) CAN(0.51) KNOW(0.51) SEE(0.50),GO,False
video_20_14_signer_GO_1,WATCH THANK-YOU GREAT PT_PRO2 SEE,WATCH(0.82) THANK-YOU(0.63) GREAT(0.61) PT_PRO2(0.56) SEE(0.55),GO,False
video_11_88_signer_READY_1,WATCH GO BYE YES LOOK PT_PRO1PL RIGHT OKAY,WATCH(0.72) GO(0.63) BYE(0.62) YES(0.61) LOOK(0.53) PT_PRO1PL(0.49) RIGHT(0.46) OKAY(0.45),READY,False
video_11_106_signer_READY_1,GREAT SEE WHAT GOOD WATCH,GREAT(0.74) SEE(0.48) WHAT(0.48) GOOD(0.48) WATCH(0.46),READY,False
video_13_69_signer_READY_1,HERE LOOK GREAT NOW NS_POSSUM NS_SALLY PT_LOC PT_DEM3 NS_SKIP WHAT GO PT_PRO2,HERE(0.58) LOOK(0.57) GREAT(0.56) NOW(0.56) NS_POSSUM(0.54) NS_SALLY(0.54) PT_LOC(0.53) PT_DEM3(0.52) NS_SKIP(0.48) WHAT(0.47) GO(0.47) PT_PRO2(0.46),READY,False
video_14_70_signer_READY_1,GREAT WHAT GOOD PT_DEM3 SEE,GREAT(0.86) WHAT(0.63) GOOD(0.58) PT_DEM3(0.54) SEE(0.53),READY,False
video_14_77_signer_READY_1,NS_SALLY OKAY WHAT OK GREAT PT_DEM3 YES RIGHT WHERE,NS_SALLY(0.69) OKAY(0.62) WHAT(0.58) OK(0.57) GREAT(0.55) PT_DEM3(0.53) YES(0.52) RIGHT(0.49) WHERE(0.47),READY,False
video_14_86_signer_READY_1,GREAT OK OKAY PT_DEM3 WHAT RIGHT YES,GREAT(0.83) OK(0.70) OKAY(0.69) PT_DEM3(0.66) WHAT(0.65) RIGHT(0.57) YES(0.50),READY,False
video_14_89_signer_READY_1,OKAY NS_SALLY OK GREAT WHAT PT_DEM3 YES RIGHT WHERE,OKAY(0.75) NS_SALLY(0.72) OK(0.71) GREAT(0.71) WHAT(0.68) PT_DEM3(0.66) YES(0.60) RIGHT(0.57) WHERE(0.54),READY,False
video_14_90_signer_READY_1,GREAT WATCH GO PT_PRO2 YES THANK-YOU,GREAT(0.57) WATCH(0.56) GO(0.54) PT_PRO2(0.50) YES(0.48) THANK-YOU(0.46),READY,False
video_15_105_signer_READY_1,HELLO NS_SALLY EVERYONE BYE NS_POSSUM,HELLO(0.94) NS_SALLY(0.75) EVERYONE(0.68) BYE(0.67) NS_POSSUM(0.62),READY,False
video_16_14_signer_READY_1,GREAT YES RIGHT PT_DEM3 LOOK GOOD WHAT NO OK THAT,GREAT(0.82) YES(0.78) RIGHT(0.74) PT_DEM3(0.65) LOOK(0.62) GOOD(0.60) WHAT(0.56) NO(0.51) OK(0.48) THAT(0.46),READY,False
video_16_142_signer_READY_1,WATCH SEE GREAT,WATCH(0.96) SEE(0.75) GREAT(0.50),READY,False
video_16_146_signer_READY_1,GREAT PT_DEM3 NOW WHAT OKAY OK RIGHT PT_LOC PUT,GREAT(0.73) PT_DEM3(0.70) NOW(0.68) WHAT(0.60) OKAY(0.60) OK(0.58) RIGHT(0.51) PT_LOC(0.48) PUT(0.46),READY,False
video_16_170_signer_READY_1,PT_DEM3 WHAT GREAT LOOK OKAY,PT_DEM3(0.73) WHAT(0.71) GREAT(0.67) LOOK(0.60) OKAY(0.53),READY,False
video_20_86_signer_READY_1,NOW GREAT SEE PT_PRO2 PT_PRO1PL THANK-YOU PT_DEM3 WATCH FINISH,NOW(0.68) GREAT(0.65) SEE(0.63) PT_PRO2(0.54) PT_PRO1PL(0.54) THANK-YOU(0.49) PT_DEM3(0.49) WATCH(0.48) FINISH(0.48),READY,False
video_24_52_signer_READY_1,GREAT OKAY OK YES NS_SALLY RIGHT PT_DEM3 WHAT,GREAT(0.86) OKAY(0.83) OK(0.79) YES(0.64) NS_SALLY(0.60) RIGHT(0.60) PT_DEM3(0.52) WHAT(0.51),READY,False
video_24_100_signer_READY_1,GREAT GOOD OKAY WATCH YES OK RIGHT PT_DEM3,GREAT(0.92) GOOD(0.65) OKAY(0.63) WATCH(0.50) YES(0.49) OK(0.49) RIGHT(0.48) PT_DEM3(0.47),READY,False
video_29_9_signer_READY_1,GREAT PT_DEM3 YES GOOD PT_PRO1PL WHAT NOW,GREAT(0.72) PT_DEM3(0.54) YES(0.53) GOOD(0.52) PT_PRO1PL(0.52) WHAT(0.51) NOW(0.47),READY,False
video_29_10_signer_READY_1,NS_SALLY WHAT PT_DEM3 GREAT WHERE RIGHT HOW OKAY PT_PRO2 YES OK,NS_SALLY(0.69) WHAT(0.68) PT_DEM3(0.64) GREAT(0.57) WHERE(0.56) RIGHT(0.51) HOW(0.51) OKAY(0.50) PT_PRO2(0.49) YES(0.48) OK(0.48),READY,False
video_30_141_signer_READY_1,NS_SALLY LOOK PT_LOC NS_POSSUM HERE HELLO WHAT PT_DEM3,NS_SALLY(0.83) LOOK(0.66) PT_LOC(0.63) NS_POSSUM(0.61) HERE(0.60) HELLO(0.57) WHAT(0.53) PT_DEM3(0.45),READY,False
video_32_102_signer_READY_1,GREAT OK PT_DEM3 GOOD RIGHT OKAY YES WHAT,GREAT(0.84) OK(0.64) PT_DEM3(0.59) GOOD(0.57) RIGHT(0.56) OKAY(0.56) YES(0.54) WHAT(0.46),READY,False
video_35_51_signer_READY_1,GO GREAT OKAY YES THANK-YOU PT_PRO2 OK PT_PRO1PL BYE PT_DEM3,GO(0.70) GREAT(0.62) OKAY(0.54) YES(0.53) THANK-YOU(0.52) PT_PRO2(0.50) OK(0.50) PT_PRO1PL(0.50) BYE(0.46) PT_DEM3(0.46),READY,False
video_35_106_signer_READY_1,GREAT WATCH YES OKAY OK RIGHT BYE GO LOOK,GREAT(0.65) WATCH(0.65) YES(0.62) OKAY(0.61) OK(0.59) RIGHT(0.54) BYE(0.51) GO(0.50) LOOK(0.46),READY,False
video_35_125_signer_READY_1,BYE NS_SALLY HELLO PT_LOC LOOK OKAY THANK-YOU GO HERE,BYE(0.80) NS_SALLY(0.73) HELLO(0.66) PT_LOC(0.58) LOOK(0.52) OKAY(0.52) THANK-YOU(0.48) GO(0.46) HERE(0.45),READY,False
video_35_157_signer_READY_1,GREAT YES OKAY RIGHT LOOK PT_DEM3 NO OK WHAT,GREAT(0.75) YES(0.64) OKAY(0.62) RIGHT(0.61) LOOK(0.57) PT_DEM3(0.55) NO(0.55) OK(0.53) WHAT(0.46),READY,False
video_36_156_signer_READY_1,GREAT GOOD YES RIGHT OK OKAY PT_DEM3 WHAT,GREAT(0.97) GOOD(0.72) YES(0.68) RIGHT(0.67) OK(0.63) OKAY(0.62) PT_DEM3(0.59) WHAT(0.51),READY,False
video_37_130_signer_READY_1,NOW GREAT PT_DEM3 WHAT PUT OKAY OK RIGHT PT_LOC PLEASE,NOW(0.75) GREAT(0.74) PT_DEM3(0.72) WHAT(0.62) PUT(0.61) OKAY(0.60) OK(0.58) RIGHT(0.56) PT_LOC(0.55) PLEASE(0.51),READY,False
video_40_29_signer_READY_1,GREAT RIGHT YES GOOD PT_DEM3 OK WHAT NO OKAY,GREAT(0.88) RIGHT(0.69) YES(0.68) GOOD(0.66) PT_DEM3(0.60) OK(0.59) WHAT(0.55) NO(0.48) OKAY(0.46),READY,False
video_40_44_signer_READY_1,NS_POSSUM GO GREAT NS_SKIP LOOK,NS_POSSUM(0.59) GO(0.56) GREAT(0.56) NS_SKIP(0.52) LOOK(0.46),READY,False
video_40_147_signer_READY_1,GREAT NOW PT_PRO1PL GOOD WATCH PT_DEM3 PT_PRO2 SEE,GREAT(0.73) NOW(0.63) PT_PRO1PL(0.61) GOOD(0.52) WATCH(0.50) PT_DEM3(0.49) PT_PRO2(0.47) SEE(0.46),READY,False
video_40_151_signer_READY_1,GREAT YES OKAY RIGHT PT_DEM3 GOOD WHAT,GREAT(0.73) YES(0.54) OKAY(0.51) RIGHT(0.48) PT_DEM3(0.47) GOOD(0.46) WHAT(0.46),READY,False
video_43_111_signer_READY_1,PT_PRO2 CAN LOOK SEE GO WHAT,PT_PRO2(0.79) CAN(0.68) LOOK(0.66) SEE(0.60) GO(0.58) WHAT(0.46),READY,False
video_45_110_signer_READY_1,GREAT OKAY OK PT_DEM3 PT_LOC WHAT NOW LOOK RIGHT NS_SALLY YES GO BYE,GREAT(0.68) OKAY(0.64) OK(0.58) PT_DEM3(0.55) PT_LOC(0.54) WHAT(0.52) NOW(0.51) LOOK(0.50) RIGHT(0.50) NS_SALLY(0.49) YES(0.48) GO(0.48) BYE(0.47),READY,False
